,1,100,102,106,11,118,120,13,140,16,18,2,20,24,34,38,4,40,46,49,56,6,72,79,8,81,85,92,96,98
1,0.0,2228.74,1702.06,1376.7,1387.24,2319.71,1452.59,1139.57,2742.93,950.86,887.44,923.71,1554.74,1592.01,1257.81,1333.07,644.01,582.03,1784.36,1674.39,729.32,820.28,2764.01,2326.16,821.58,1465.06,1876.53,1665.72,1848.12,1288.82
100,2228.74,0.0,721.73,3533.01,2241.2,3797.01,3287.76,2798.65,2075.2,1614.56,2839.9,2458.2,1597.48,2747.09,1710.21,921.04,1870.29,1654.57,1886.74,2134.12,2941.27,2156.6,2370.45,3482.82,3018.23,2959.35,3455.09,2990.74,3491.56,3320.61
102,1702.06,721.73,0.0,2910.84,2138.09,3075.92,2598.11,2506.19,1620.98,1380.88,2185.39,2168.78,888.11,2025.49,1618.92,417.25,1528.01,1125.6,1200.23,1424.95,2431.37,1470.74,1850.37,2764.31,2430.82,2246.25,2739.57,2822.56,3244.92,2918.63
106,1376.7,3533.01,2910.84,0.0,2517.86,1617.31,762.33,1872.69,3434.31,2305.85,761.04,1908.71,2411.09,1625.87,2566.95,2612.32,1978.21,1896.33,2462.65,2201.56,917.61,1501.39,3312.06,1944.02,562.58,1242.29,1254.81,2409.97,2229.26,1409.16
11,1387.24,2241.2,2138.09,2517.86,0.0,3702.83,2806.39,806.68,3646.62,781.44,2247.61,616.48,2525.84,2945.79,535.49,1740.9,836.48,1413.25,2845.73,2849.39,1605.19,2121.26,3777.6,3705.21,1987.65,2851.32,3258.21,760.28,1312.29,1489.92
118,2319.71,3797.01,3075.92,1617.31,3702.83,0.0,948.56,3265.21,2750.6,3195.12,1466.26,3174.47,2241.56,1052.27,3541.27,2977.61,2939.37,2534.06,2056.97,1748.63,2320.39,1758.11,2484.7,543.96,1873.09,898.17,445.26,3830.64,3771.81,2962.64
120,1452.59,3287.76,2598.11,762.33,2806.39,948.56,0.0,2322.43,2805.48,2383.33,565.25,2251.55,1922.78,921.03,2707.75,2389.27,2094.3,1794.06,1886.73,1592.14,1371.89,1131.26,2640.2,1191.62,924.58,522.23,526.41,2887.06,2825.87,2021.7
13,1139.57,2798.65,2506.19,1872.69,806.68,3265.21,2322.43,0.0,3811.93,1184.4,1812.1,342.18,2625.63,2697.7,1171.2,2089.19,978.27,1490.12,2892.31,2808.06,972.69,1959.48,3869.84,3377.01,1414.2,2501.97,2825.35,565.62,748.78,684.47
140,2742.93,2075.2,1620.98,3434.31,3646.62,2750.6,2805.48,3811.93,0.0,2865.27,2697.9,3509.85,1190.81,1899.22,3167.12,1941.13,2892.49,2326.32,993.46,1232.78,3373.49,2040.4,359.2,2243.66,3158.8,2290.43,2630.44,4241.22,4555.81,4023.34
16,950.86,1614.56,1380.88,2305.85,781.44,3195.12,2383.33,1184.4,2865.27,0.0,1823.34,843.64,1756.39,2320.38,362.32,971.96,332.34,706.05,2084.81,2117.38,1501.69,1486.51,3001.42,3109.91,1743.33,2304.45,2762.67,1442.35,1893.01,1733.44
18,887.44,2839.9,2185.39,761.04,2247.61,1466.26,565.25,1812.1,2697.9,1823.34,0.0,1708.22,1650.15,1008.96,2143.62,1922.75,1529.87,1266.99,1714.64,1470.45,918.68,743.44,2602.42,1577.33,524.75,713.33,1021.66,2377.12,2382.99,1618.78
2,923.71,2458.2,2168.78,1908.71,616.48,3174.47,2251.55,342.18,3509.85,843.64,1708.22,0.0,2331.16,2514.66,863.8,1751.55,643.26,1183.62,2612.99,2552.65,992.48,1733.49,3584.51,3233.34,1392.23,2361.88,2729.68,754.14,1077.25,941.45
20,1554.74,1597.48,888.11,2411.09,2525.84,2241.56,1922.78,2625.63,1190.81,1756.39,1650.15,2331.16,0.0,1193.87,2091.65,978.21,1731.6,1150.45,346.89,537.32,2209.2,921.33,1258.63,1889.55,2046.89,1484.33,1950.91,3072.51,3367.15,2840.01
24,1592.01,2747.09,2025.49,1625.87,2945.79,1052.27,921.03,2697.7,1899.22,2320.38,1008.96,2514.66,1193.87,0.0,2681.1,1952.04,2122.45,1619.66,1048.8,736.09,1902.93,835.15,1719.8,798.56,1533.7,398.8,772.73,3246.11,3339.28,2610.7
34,1257.81,1710.21,1618.92,2566.95,535.49,3541.27,2707.75,1171.2,3167.12,362.32,2143.62,863.8,2091.65,2681.1,0.0,1235.35,613.91,1068.37,2426.38,2472.26,1709.09,1846.53,3322.86,3468.79,2007.36,2655.11,3105.31,1280.91,1800.48,1804.55
38,1333.07,921.04,417.25,2612.32,1740.9,2977.61,2389.27,2089.19,1941.13,971.96,1922.75,1751.55,978.21,1952.04,1235.35,0.0,1111.17,751.19,1324.06,1473.43,2058.83,1265.35,2124.87,2732.73,2102.93,2104.58,2603.61,2410.44,2827.7,2514.59
4,644.01,1870.29,1528.01,1978.21,836.48,2939.37,2094.3,978.27,2892.49,332.34,1529.87,643.26,1731.6,2122.45,613.91,1111.17,0.0,588.41,2035.65,2019.08,1170.79,1291.29,2990.23,2895.86,1415.7,2061.76,2500.31,1349.1,1720.45,1450.56
40,582.03,1654.57,1125.6,1896.33,1413.25,2534.06,1794.06,1490.12,2326.32,706.05,1266.99,1183.62,1150.45,1619.66,1068.37,751.19,588.41,0.0,1447.87,1436.18,1309.54,791.3,2407.89,2413.72,1366.3,1636.25,2114.47,1922.06,2237.87,1809.16
46,1784.36,1886.74,1200.23,2462.65,2845.73,2056.97,1886.73,2892.31,993.46,2084.81,1714.64,2612.99,346.89,1048.8,2426.38,1324.06,2035.65,1447.87,0.0,313.15,2386.05,1048.05,980.03,1650.28,2165.91,1399.43,1821.4,3362.18,3624.23,3048.58
49,1674.39,2134.12,1424.95,2201.56,2849.39,1748.63,1592.14,2808.06,1232.78,2117.38,1470.45,2552.65,537.32,736.09,2472.26,1473.43,2019.08,1436.18,313.15,0.0,2212.67,877.41,1141.01,1361.41,1949.97,1094.37,1508.47,3306.76,3521.98,2897.27
56,729.32,2941.27,2431.37,917.61,1605.19,2320.39,1371.89,972.69,3373.49,1501.69,918.68,992.48,2209.2,1902.93,1709.09,2058.83,1170.79,1309.54,2386.05,2212.67,0.0,1341.95,3346.98,2491.29,448.65,1632.0,1889.44,1528.91,1467.52,708.01
6,820.28,2156.6,1470.74,1501.39,2121.26,1758.11,1131.26,1959.48,2040.4,1486.51,743.44,1733.49,921.33,835.15,1846.53,1265.35,1291.29,791.3,1048.05,877.41,1341.95,0.0,2005.36,1623.95,1129.44,862.33,1355.57,2482.6,2656.29,2020.25
72,2764.01,2370.45,1850.37,3312.06,3777.6,2484.7,2640.2,3869.84,359.2,3001.42,2602.42,3584.51,1258.63,1719.8,3322.86,2124.87,2990.23,2407.89,980.03,1141.01,3346.98,2005.36,0.0,1960.76,3090.35,2118.32,2409.1,4329.42,4603.82,4021.13
79,2326.16,3482.82,2764.31,1944.02,3705.21,543.96,1191.62,3377.01,2243.66,3109.91,1577.33,3233.34,1889.55,798.56,3468.79,2732.73,2895.86,2413.72,1650.28,1361.41,2491.29,1623.95,1960.76,0.0,2064.58,875.18,696.45,3938.37,3958.5,3177.83
8,821.58,3018.23,2430.82,562.58,1987.65,1873.09,924.58,1414.2,3158.8,1743.33,524.75,1392.23,2046.89,1533.7,2007.36,2102.93,1415.7,1366.3,2165.91,1949.97,448.65,1129.44,3090.35,2064.58,0.0,1223.92,1445.24,1974.55,1904.67,1113.25
81,1465.06,2959.35,2246.25,1242.29,2851.32,898.17,522.23,2501.97,2290.43,2304.45,713.33,2361.88,1484.33,398.8,2655.11,2104.58,2061.76,1636.25,1399.43,1094.37,1632.0,862.33,2118.32,875.18,1223.92,0.0,499.06,3063.2,3094.99,2330.43
