,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,0.8187706672063619,0.23335105364955022,0.6664095811425641,0.20115937873369605,0.3828093640084742,0.4702189424050732,0.4754309685730955,0.5264218077432382,0.3296518307127714,0.44899747241226196,0.5511007585756508,0.6272745262158097,0.3258870570816874,0.952981080336711,0.865700225116625,0.3143901891594324,0.6396328931675991,0.21987623804332745,0.6333563618756887,0.9313479188124372,0.5767896323536092,0.3108899355651641,0.932984487875315,0.5644826864256323,0.4992190587501045,0.9417691197973598,0.8265701127042295,0.6476566054881858,0.9638578203801055
1,0.9787219352755632,0.0,0.8010495503198423,0.08889802787091317,0.4066522713409241,0.39701090207913114,0.4880019783732966,0.6427110704342123,0.5904713768744582,0.8765343672991748,0.44592805624780263,0.2423783547150845,0.8171579290133805,0.08604558756634884,0.18579282282693899,0.7775370635226135,0.12004672801258254,0.5517350340218021,0.9402964966426764,0.11612832722612121,0.5652664976543981,0.2621571305420818,0.8132742971449216,0.923112965452921,0.8289471685055387,0.2764297284212288,0.4721779727522104,0.9457430402170875,0.04832325961609696,0.14861846346356244
2,0.107161954892394,0.570595741200488,0.0,0.20568099307649146,0.9873327425718745,0.09263855670270027,0.4507643480456558,0.7609637779684599,0.6911748489013009,0.6013171792729476,0.47622030439236285,0.9596484012739034,0.07756951328248995,0.7915540882428941,0.9887161439651121,0.8247189043865307,0.39585539504805134,0.3274775696070673,0.4194255802659038,0.30788788549446966,0.7697018324873696,0.3921900622819646,0.32011284944786766,0.6325535047942193,0.03465529021047664,0.8456081828549933,0.38773255131076145,0.4616154931249158,0.6737751104250498,0.9006204335906765
3,0.340645917240582,0.5305600102312021,0.7280588122064493,0.0,0.2647455007381233,0.6210402598291219,0.2649737275855071,0.0899599841262495,0.7109729782509817,0.9801437649555911,0.8514686154610356,0.2619816832037376,0.7543622780945966,0.18333166985492744,0.38061223401956157,0.04862747735024531,0.40871851271059867,0.4582158820460076,0.11343593558089016,0.26413621248577623,0.49812626671837124,0.1968261586720772,0.44272687308325065,0.33595082973858936,0.9295216185333357,0.28475345567195354,0.14152870039499932,0.7882844188337167,0.2837231391621706,0.33625883139732526
4,0.5073943203307762,0.8858358935452058,0.8122345560285061,0.6158218357242065,0.0,0.1250515419737246,0.4989244239447773,0.353888262776882,0.4767285342730315,0.6569526600570531,0.6043352506645102,0.6714720231175886,0.9179211803260301,0.08000363337905037,0.2103383508083645,0.3969017805509406,0.9646323404253069,0.2677822389722736,0.09846212423024114,0.5399495103748125,0.8723726312850403,0.469243934477133,0.44172830647711914,0.830894345416744,0.6769747142866249,0.11206452124627286,0.5875262930151799,0.7648474135089217,0.2962669645898145,0.93671157237595
5,0.7200617350817378,0.19961145550214976,0.9355984129144441,0.9801417646102023,0.2848191602782678,0.0,0.33805511794641807,0.7383512820357212,0.29192487696883884,0.364125219948914,0.0380418141508051,0.4765772656970111,0.4060416168835125,0.45522332332911597,0.6936404945421848,0.4856953582902471,0.7684375151670753,0.9763558624161565,0.13593351536210363,0.4532181892919446,0.14114080334729429,0.6810579946973259,0.7906522520679479,0.764919886715484,0.23044814415349846,0.38763150176804984,0.3575897969224344,0.463603075567926,0.5873062566969769,0.8118906024867697
6,0.548121165530763,0.6643256815442476,0.22473380835785595,0.007108429766633839,0.8606957251061156,0.6285353796543972,0.0,0.13904974418677207,0.5586135800791598,0.37169576430860396,0.526604076768166,0.24970482870552402,0.8472006489673869,0.507539338525217,0.25450053014971064,0.3175421879836108,0.9405616384926981,0.4920685823175669,0.4151260757362988,0.15509138069876138,0.5030394462597167,0.6683522794313943,0.06622759887772023,0.5332999281554869,0.35287350432414744,0.413658150269097,0.8102206962474404,0.1762313941517316,0.34736281851389594,0.9837237154937337
7,0.11142881370581537,0.9996459139885713,0.8778283764807366,0.32815988388888373,0.5818783624925441,0.5475293417255883,0.3691306188783443,0.0,0.8411021580061844,0.008158453588078984,0.7154759935261796,0.3469791043576428,0.07222481820554683,0.6300099531796026,0.830595648603595,0.031310466061637565,0.780627163976627,0.22485226158835847,0.07369705247970304,0.28353049031742805,0.3055293566810643,0.6165915358983556,0.7291557270514646,0.9206856772647835,0.811253937507674,0.21505881349807554,0.1358093698501357,0.5610383242938681,0.39212947795762,0.37833822317454324
8,0.48385863828056197,0.16489615704870675,0.6033950916215883,0.8483778638399859,0.46241640843275966,0.054037779523702145,0.13232790225599733,0.45134868390815,0.0,0.5154168681135549,0.39162655050782647,0.5462624078274597,0.05326729768555505,0.30559697058373725,0.5453959681641509,0.07628559435534854,0.23736160027931708,0.28303584748654786,0.9833222783025258,0.8482147576541006,0.9352422186864382,0.7526897481045992,0.1801839578631641,0.431272107607912,0.7173448449022108,0.7710650185865053,0.8951549942671104,0.5674224228720568,0.7500440917019193,0.23944097404878317
9,0.9580587198590266,0.6407733565441869,0.42554298120191225,0.021894721945441176,0.25115583546375553,0.70450002155716,0.5564854888056114,0.27934862063607147,0.08161514906705569,0.0,0.16266342731856154,0.13409720054896324,0.8292051580870141,0.5858218187644687,0.1280091905105396,0.09501245895907662,0.0030553132460855448,0.4185941293358786,0.7729283825396491,0.364334491898027,0.7929071463247349,0.35528798424897934,0.7190354881584577,0.9366010061017587,0.5269523297477626,0.31557720191080363,0.9401031536723082,0.905620813282827,0.8424056886199522,0.7225062883682932
