junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.54,2.42,4.02,5.85,8.31,9.26,10.2,12.99,12.63,12.79,13.58,13.42,12.04,10.31,8.59,8.13,7.0,6.27,5.73,6.15,5.92,5.61,5.22,5.39,5.26,5.33,4.86,4.36,4.3,3.74,3.09,2.24,1.83,1.3,0.52,0.35,0.81,0.8,0.53,0.2,0.26,0.18,0.09,0.15,0.17,0.14,0.2,0.11
4,0.0,0.52,1.48,3.28,5.5,8.09,9.69,10.42,11.92,13.22,14.57,13.85,13.25,13.11,12.57,11.69,10.88,10.22,9.79,8.92,9.32,9.31,8.33,6.92,6.37,5.99,5.53,5.0,4.15,3.61,3.3,2.69,2.13,1.72,1.25,1.03,0.95,0.6,0.33,0.2,0.15,0.13,0.02,0.12,0.11,0.08,0.04,0.0,0.0
6,0.0,0.5,1.89,3.98,6.5,8.64,9.66,10.7,13.33,16.65,17.96,18.95,19.77,20.07,21.01,19.3,17.34,15.09,12.66,10.64,8.87,7.41,5.53,4.35,3.43,2.48,2.02,1.45,0.58,0.08,0.13,0.11,0.01,0.0,0.08,0.17,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.86,2.33,4.22,5.75,7.68,10.26,12.55,14.21,14.62,15.99,18.72,18.72,18.74,17.97,17.53,16.86,16.1,14.61,12.65,10.22,8.59,8.2,8.27,7.07,5.55,4.42,3.65,2.99,2.46,1.67,1.66,1.76,1.76,1.73,1.39,1.1,0.7,0.64,0.58,0.49,0.2,0.09,0.04,0.0,0.0,0.05,0.11,0.18
11,0.0,0.73,2.46,4.19,5.36,6.17,7.74,9.22,9.56,10.03,10.1,9.74,8.83,7.84,7.57,7.36,6.51,6.33,6.09,5.53,5.39,5.47,4.68,3.46,3.1,2.71,2.17,1.72,1.12,0.64,0.48,0.45,0.3,0.42,0.51,0.54,0.71,0.59,0.33,0.18,0.19,0.15,0.15,0.14,0.09,0.01,0.04,0.01,0.0
13,0.0,0.72,1.83,2.1,2.11,1.57,2.46,2.58,2.62,3.33,3.31,3.23,2.18,2.34,2.06,2.13,1.93,1.55,1.6,1.32,1.45,0.75,0.72,1.17,1.13,1.04,0.92,0.78,0.72,0.64,0.59,0.59,0.85,0.88,0.55,0.47,0.36,0.29,0.28,0.2,0.07,0.0,0.13,0.2,0.06,0.18,0.04,0.0,0.0
16,0.0,0.37,1.05,2.03,3.07,4.05,4.55,6.88,7.4,7.88,9.58,9.95,9.02,8.13,7.69,8.57,8.88,8.81,7.58,6.56,6.76,6.07,5.29,3.52,2.81,2.84,2.68,2.66,2.99,3.28,3.41,3.1,2.86,2.3,2.15,1.75,1.02,0.38,0.41,0.6,0.65,0.47,0.15,0.05,0.0,0.0,0.0,0.0,0.0
18,0.0,0.58,1.45,2.28,3.25,4.68,6.51,6.52,6.32,6.5,7.95,7.66,7.25,6.9,6.12,5.4,4.18,4.35,4.46,4.57,3.46,2.29,1.38,2.22,1.97,1.34,0.89,0.53,0.56,0.7,0.56,0.45,0.55,0.38,0.42,0.37,0.17,0.19,0.06,0.08,0.14,0.11,0.09,0.08,0.05,0.0,0.0,0.0,0.0
20,0.0,0.69,1.85,3.26,4.06,4.9,5.75,6.96,8.2,8.88,8.45,8.18,7.46,7.53,7.45,7.79,9.01,9.21,8.54,7.99,7.65,7.33,6.66,6.52,6.15,5.88,5.91,5.41,5.16,4.54,3.27,2.39,2.37,2.25,2.23,1.89,1.38,1.38,1.63,0.98,0.16,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.3,0.58,0.54,1.31,1.06,0.8,0.63,1.51,1.85,1.11,0.68,0.21,0.1,0.34,0.64,0.37,0.15,0.05,0.3,0.11,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.55,4.58,6.17,10.43,12.96,13.26,14.86,18.73,18.02,21.34,20.89,18.28,16.67,14.86,13.3,11.92,9.39,7.92,4.87,3.97,2.98,4.06,5.24,4.51,2.3,1.93,1.45,1.09,1.51,0.02,0.17,0.17,0.42,0.6,0.29,0.09,0.69,0.59,0.71,0.51,0.24,0.14,0.0,0.0,0.2,0.18,0.39,0.21
40,0.0,0.0,0.08,0.04,0.12,0.02,0.18,0.25,0.15,0.1,0.9,0.17,0.13,0.16,0.2,0.06,0.1,0.04,0.02,0.06,0.06,0.14,0.04,0.08,0.06,0.02,0.02,0.02,0.06,0.02,0.0,0.02,0.0,0.04,0.04,0.0,0.02,0.06,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.0
46,0.0,0.03,0.19,0.27,0.3,0.4,3.89,2.51,2.36,4.78,2.5,4.94,6.76,7.69,3.55,3.64,1.97,0.68,0.92,0.23,0.04,0.23,0.01,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.51,2.67,4.45,5.8,6.92,7.52,7.98,12.79,18.4,20.07,23.84,25.29,24.4,24.21,23.31,22.49,21.29,17.57,15.12,8.17,4.04,0.99,0.3,0.01,0.01,0.01,0.01,0.0,0.01,0.48,0.41,0.01,0.0,0.27,0.62,0.01,0.18,0.27,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
