junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,1.15,2.69,4.11,5.39,7.69,10.39,10.61,10.59,12.04,13.38,13.65,12.87,12.98,11.8,9.92,8.47,7.81,7.02,6.41,5.23,4.78,5.07,5.24,5.05,5.13,4.92,4.39,4.1,4.08,4.17,4.13,3.81,2.99,2.39,2.0,1.34,0.63,0.34,0.4,0.35,0.28,0.2,0.19,0.22,0.29,0.16,0.06,0.0
4,0.0,0.76,2.02,3.87,5.66,7.78,9.39,10.32,11.74,13.36,14.13,14.48,13.85,12.88,12.58,12.54,11.66,10.29,9.79,9.43,9.02,7.78,7.39,7.31,8.01,7.84,7.11,6.46,5.84,5.28,4.64,4.15,3.99,3.26,2.78,2.35,1.93,1.52,0.99,0.45,0.15,0.14,0.22,0.13,0.09,0.04,0.0,0.0,0.0
6,0.0,0.47,2.05,4.78,6.9,7.52,10.32,14.33,16.98,18.14,19.35,19.98,18.64,18.36,18.67,18.12,16.23,12.92,10.02,8.06,6.79,6.63,5.79,4.43,2.7,1.13,0.36,0.36,0.19,0.01,0.0,0.03,0.28,0.28,0.14,0.0,0.0,0.0,0.06,0.09,0.01,0.06,0.07,0.02,0.09,0.01,0.0,0.0,0.0
8,0.0,0.64,2.04,3.72,5.73,8.42,10.84,12.65,14.4,15.08,16.93,18.4,18.21,19.33,20.51,20.23,19.7,19.1,18.48,17.31,15.53,13.72,12.59,10.28,7.88,7.18,6.33,5.06,4.31,3.6,2.49,1.48,1.35,1.55,1.72,1.82,1.7,1.67,1.61,1.35,0.87,0.51,0.36,0.25,0.1,0.35,0.31,0.3,0.2
11,0.0,1.0,2.65,4.1,5.51,6.47,6.84,7.73,9.05,10.08,10.47,9.96,9.21,8.51,7.44,7.17,7.02,6.45,6.24,6.49,6.17,5.4,4.73,4.22,3.62,3.48,3.16,2.64,2.11,1.51,1.05,1.03,0.87,0.76,0.47,0.23,0.26,0.31,0.37,0.34,0.35,0.38,0.26,0.12,0.17,0.09,0.07,0.12,0.03
13,0.0,0.47,1.21,1.83,2.06,1.96,1.88,2.48,3.07,2.43,3.06,3.44,2.71,1.85,1.81,1.56,1.45,1.46,1.4,1.62,0.93,0.88,0.79,1.05,1.21,0.73,0.53,0.88,0.51,0.53,0.62,0.66,0.6,0.74,0.83,0.43,0.12,0.11,0.26,0.26,0.27,0.11,0.09,0.18,0.13,0.09,0.19,0.11,0.04
16,0.0,0.53,1.86,2.04,2.76,3.55,4.64,5.77,6.85,8.13,9.67,10.5,9.81,9.06,8.83,8.83,9.0,8.1,6.44,6.28,5.23,4.33,3.67,3.34,3.18,2.78,2.81,3.04,3.24,2.88,2.9,3.17,2.98,2.89,2.88,2.68,2.14,1.66,1.56,1.47,1.05,0.64,0.56,0.6,0.34,0.11,0.0,0.0,0.0
18,0.0,0.58,1.56,3.01,4.09,4.89,5.54,6.38,7.03,7.91,8.71,9.08,8.36,7.38,5.91,4.71,4.62,4.49,4.98,4.27,3.36,2.39,1.67,1.17,1.01,0.75,0.57,0.49,0.54,0.52,0.58,0.81,0.89,1.0,0.68,0.36,0.41,0.32,0.25,0.23,0.29,0.18,0.09,0.0,0.09,0.14,0.13,0.08,0.02
20,0.0,0.57,1.13,2.12,3.99,4.76,6.4,7.59,8.24,9.39,9.98,10.61,10.56,10.6,10.69,10.19,10.54,11.38,11.17,10.46,10.16,9.47,9.76,9.33,8.31,8.0,7.93,7.47,5.88,5.08,4.78,4.35,4.0,3.87,3.68,3.47,2.87,2.64,1.99,1.54,1.38,0.93,0.47,0.06,0.0,0.0,0.04,0.03,0.0
24,0.0,0.1,0.09,0.74,0.59,0.78,1.43,1.55,1.05,0.91,0.39,0.43,0.8,0.34,0.53,0.33,0.68,1.23,1.32,0.05,0.03,0.05,0.07,0.1,0.0,0.0,0.0,0.01,0.05,0.02,0.04,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
