junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,1.1,2.62,4.65,6.18,7.82,8.97,9.58,9.83,11.11,11.94,13.33,12.64,11.27,10.75,8.75,6.89,6.86,6.98,5.86,5.08,5.14,5.27,5.16,4.86,4.82,5.44,5.25,4.55,3.94,2.89,1.99,1.5,0.84,0.45,0.38,0.5,0.61,0.39,0.14,0.15,0.23,0.24,0.39,0.21,0.06,0.0,0.0,0.0
4,0.0,0.52,1.61,3.55,6.03,8.23,9.61,10.74,12.15,12.36,12.72,13.37,13.15,12.92,12.26,10.93,9.72,9.49,9.18,9.11,9.27,8.2,6.81,6.01,5.59,5.09,4.56,4.01,3.34,2.5,2.05,1.57,1.08,0.82,0.63,0.43,0.23,0.21,0.14,0.07,0.05,0.08,0.03,0.07,0.09,0.03,0.0,0.0,0.0
6,0.0,0.49,1.78,3.32,5.86,8.14,9.99,12.21,13.74,15.69,17.3,18.46,18.86,18.23,17.64,16.97,15.33,13.06,10.39,7.97,5.8,4.52,3.52,2.85,2.1,1.24,0.68,0.31,0.2,0.22,0.33,0.27,0.19,0.18,0.09,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.84,2.67,4.62,6.43,8.26,9.99,11.8,12.95,13.81,14.64,14.87,15.54,15.43,15.28,13.7,13.4,11.18,9.24,8.57,8.1,8.31,8.15,7.05,5.74,4.35,3.23,2.86,2.64,2.27,1.78,1.73,1.68,1.23,0.68,0.08,0.0,0.09,0.18,0.27,0.29,0.11,0.03,0.05,0.16,0.23,0.2,0.05,0.0
11,0.0,0.84,2.7,3.88,4.63,5.68,6.75,7.95,8.43,8.61,10.08,9.99,8.78,7.51,6.49,5.95,5.92,5.5,5.05,4.94,4.56,4.11,3.94,3.37,2.64,1.63,1.2,1.15,0.96,0.84,0.78,0.68,0.51,0.57,0.86,0.62,0.27,0.38,0.34,0.17,0.09,0.04,0.05,0.02,0.05,0.03,0.0,0.0,0.0
13,0.0,0.41,1.66,1.74,1.68,1.79,2.48,2.82,2.92,3.52,4.86,3.44,2.42,2.21,1.76,2.01,2.14,1.88,1.66,1.7,1.2,0.64,0.67,0.75,1.06,1.05,0.65,0.72,0.67,0.61,0.67,0.69,0.64,0.52,0.6,0.44,0.36,0.35,0.29,0.15,0.24,0.29,0.19,0.03,0.0,0.0,0.0,0.0,0.0
16,0.0,0.27,1.06,2.45,2.94,3.41,5.06,7.02,7.76,7.53,8.39,8.7,8.94,8.31,8.12,8.88,8.92,8.86,8.08,6.87,6.27,5.17,3.7,2.68,2.95,2.78,2.54,3.0,3.24,3.63,3.44,2.65,1.88,0.89,0.38,0.28,0.4,0.5,0.56,0.38,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.38,1.2,2.45,3.75,4.3,5.42,6.34,8.06,9.42,9.2,8.15,6.72,6.4,5.97,5.12,4.84,5.21,5.11,4.96,3.47,2.69,1.81,1.71,1.26,0.93,0.83,0.62,0.51,0.56,0.47,0.59,0.67,0.59,0.21,0.16,0.15,0.1,0.13,0.14,0.14,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.8,1.79,2.99,4.16,5.78,7.63,8.73,9.0,8.49,9.89,9.79,9.48,8.47,8.25,8.17,9.51,9.79,8.55,7.51,6.63,6.94,6.76,6.26,5.95,5.39,4.52,4.11,3.03,2.08,1.84,2.13,1.71,1.8,1.87,1.74,1.42,0.71,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.22,0.38,0.81,0.72,0.93,0.75,0.99,1.74,2.7,1.58,0.45,0.39,0.18,0.14,0.67,0.83,0.35,0.06,0.13,0.02,0.08,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.32,4.55,7.6,9.05,10.43,13.81,14.63,17.63,21.99,21.95,23.98,22.75,23.55,26.35,23.61,20.57,18.15,18.94,17.32,14.41,11.09,7.2,7.14,6.24,3.47,2.08,1.25,0.5,0.19,0.0,0.2,0.5,0.28,0.13,0.2,0.35,0.31,0.27,0.06,0.0,0.0,0.0,0.3,0.03,0.0,0.0,0.0,0.0
40,0.0,0.0,0.06,0.14,0.04,0.14,0.08,0.14,0.18,0.1,0.18,0.18,0.1,0.25,0.23,0.16,0.04,0.04,0.14,0.08,0.1,0.06,0.04,0.05,0.03,0.02,0.06,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
