junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.99,2.66,3.68,5.39,7.74,9.82,11.72,11.46,12.65,13.72,13.96,13.21,12.29,10.67,8.99,7.62,7.16,6.34,5.67,5.63,5.35,5.75,5.68,5.12,5.09,4.87,4.56,4.2,4.17,4.0,3.32,2.94,2.15,1.54,1.02,0.6,0.67,0.31,0.16,0.09,0.07,0.09,0.13,0.02,0.12,0.17,0.18,0.0
4,0.0,0.68,1.79,3.67,6.19,8.04,10.43,11.62,12.31,13.78,14.03,14.24,14.17,13.09,12.5,11.95,11.63,10.75,10.04,9.79,9.19,8.47,7.9,7.35,6.41,5.73,5.08,4.52,4.13,3.72,2.99,2.26,1.55,1.06,1.03,1.03,0.88,0.56,0.12,0.03,0.03,0.05,0.02,0.03,0.05,0.07,0.09,0.06,0.0
6,0.0,0.54,1.89,3.78,5.66,8.1,10.71,11.59,13.5,15.61,19.09,19.51,19.37,18.94,18.18,16.76,15.4,14.39,12.53,9.3,6.69,5.1,2.66,0.82,0.5,0.3,0.35,0.2,0.29,0.33,0.25,0.11,0.0,0.0,0.07,0.09,0.09,0.03,0.07,0.06,0.0,0.0,0.0,0.02,0.09,0.01,0.0,0.0,0.0
8,0.0,0.69,2.28,3.97,6.47,8.27,9.24,11.09,11.95,12.79,15.62,15.85,16.19,15.11,14.42,14.21,13.8,12.89,11.76,10.78,9.81,8.61,8.59,7.16,5.07,3.25,2.62,2.32,2.19,1.55,1.54,1.8,1.61,1.68,1.49,0.85,0.36,0.27,0.19,0.11,0.06,0.03,0.0,0.04,0.14,0.15,0.06,0.08,0.18
11,0.0,0.62,2.19,3.85,5.51,6.63,7.62,8.47,9.31,10.18,10.34,9.93,9.81,9.35,8.21,6.76,6.19,5.4,5.2,5.53,5.35,4.75,4.14,3.52,2.68,2.12,1.84,1.73,1.43,0.92,0.48,0.4,0.43,0.55,0.32,0.25,0.42,0.35,0.22,0.26,0.29,0.2,0.09,0.05,0.02,0.0,0.0,0.0,0.0
13,0.0,0.44,1.38,1.41,1.91,2.64,2.03,2.02,3.14,4.25,3.98,3.11,3.07,2.35,1.87,1.74,1.37,1.44,1.26,1.14,1.2,1.17,1.37,1.59,1.29,0.94,0.56,0.71,0.98,0.83,0.94,0.68,0.54,0.41,0.38,0.33,0.24,0.16,0.23,0.15,0.21,0.24,0.1,0.0,0.08,0.05,0.0,0.0,0.0
16,0.0,0.52,1.28,2.45,2.77,3.57,5.17,6.78,8.24,7.87,8.83,9.33,9.74,8.19,7.83,8.36,8.92,8.22,7.32,7.19,6.97,6.08,5.45,4.78,3.57,3.29,3.26,2.99,2.63,2.52,2.35,1.97,2.48,2.45,1.84,0.94,0.48,0.59,0.5,0.46,0.77,0.76,0.48,0.04,0.0,0.0,0.0,0.0,0.0
18,0.0,0.52,1.44,1.89,2.37,3.85,5.51,6.57,6.76,7.74,8.99,8.04,6.88,6.24,6.24,4.94,4.92,4.53,4.55,4.18,3.56,2.8,1.99,1.99,2.04,1.59,1.08,0.55,0.81,0.7,0.25,0.34,0.21,0.2,0.16,0.19,0.26,0.1,0.16,0.18,0.16,0.12,0.17,0.18,0.17,0.14,0.0,0.0,0.0
20,0.0,0.91,2.29,3.46,5.11,5.81,6.41,8.4,10.08,10.61,10.76,10.01,9.97,10.27,9.78,9.69,9.69,10.78,11.22,10.0,7.61,6.83,6.9,7.27,6.58,5.04,3.54,2.85,1.91,1.9,1.72,1.7,1.4,1.13,1.59,1.73,1.83,1.91,1.44,0.82,0.33,0.18,0.12,0.05,0.02,0.0,0.0,0.0,0.0
24,0.0,0.0,0.16,0.22,0.47,1.23,1.33,1.32,1.73,1.38,1.49,1.43,0.9,0.16,0.15,0.17,0.1,0.13,0.21,0.08,0.02,0.09,0.0,0.0,0.1,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.93,6.14,6.9,9.03,11.19,12.24,15.73,14.08,14.98,16.03,17.61,15.84,17.81,20.07,20.95,17.55,15.89,13.94,11.59,9.58,7.55,7.55,4.33,1.85,1.83,1.48,2.2,1.84,1.48,0.87,0.29,0.38,0.34,0.29,0.63,0.56,0.42,0.13,0.0,0.0,0.0,0.0,0.3,0.07,0.29,0.28,0.4,0.0
40,0.0,0.0,0.1,0.08,0.12,0.04,0.07,0.15,0.18,0.18,0.25,1.04,0.1,0.2,0.16,0.08,0.1,0.06,0.08,0.04,0.06,0.04,0.16,0.02,0.04,0.04,0.02,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0
46,0.0,0.0,0.02,0.18,0.24,0.8,0.51,1.44,6.06,3.38,4.55,8.17,6.53,8.03,7.49,9.46,4.78,0.03,0.02,0.0,0.02,0.02,0.02,0.04,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.48,2.2,3.96,4.58,4.39,5.56,7.72,13.25,17.93,21.11,20.08,22.72,22.26,21.8,23.09,19.76,18.04,18.84,16.93,12.99,9.88,4.48,0.8,0.34,0.33,0.59,0.08,0.19,0.49,0.71,0.41,0.0,0.0,0.01,0.0,0.33,0.11,0.24,0.2,0.0,0.0,0.0,0.06,0.33,0.05,0.0,0.0,0.0
56,0.0,1.35,3.85,6.84,7.76,10.29,11.86,13.78,13.83,15.87,16.09,14.73,14.2,10.94,11.22,10.49,8.34,7.14,7.18,8.36,8.97,10.0,10.93,8.66,6.62,5.75,5.54,5.57,6.13,6.54,5.82,4.83,5.59,5.89,6.07,5.62,4.57,2.62,0.63,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.2,2.1,6.58,8.27,7.91,7.26,10.09,14.85,16.28,18.96,12.17,11.7,8.69,5.22,4.69,3.45,1.33,0.06,0.04,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
