junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,1.12,2.98,4.22,5.88,7.31,9.39,10.44,12.15,12.36,12.23,11.9,12.02,12.63,12.19,10.08,7.84,7.08,6.58,6.45,5.56,5.64,5.39,5.69,5.44,4.82,4.82,4.95,4.79,4.5,3.8,3.26,2.55,1.8,1.2,0.58,0.41,0.34,0.6,0.61,0.46,0.66,0.55,0.51,0.35,0.09,0.0,0.0,0.0
4,0.0,0.63,1.72,3.55,6.25,8.52,9.89,10.15,10.81,11.82,12.99,13.78,13.43,12.26,12.37,12.13,12.82,13.76,13.82,13.33,12.22,11.17,9.82,8.81,7.64,6.32,5.38,4.62,3.95,3.53,3.05,2.6,2.16,1.47,1.1,1.09,0.8,0.39,0.12,0.14,0.11,0.06,0.13,0.14,0.13,0.06,0.03,0.0,0.0
6,0.0,0.91,1.97,2.85,4.44,6.96,9.19,10.92,13.74,16.56,18.95,20.33,20.16,19.14,18.95,19.07,18.71,16.22,14.21,12.75,10.93,8.5,6.64,4.36,3.36,2.55,1.98,1.63,1.02,0.39,0.23,0.09,0.08,0.12,0.21,0.2,0.33,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.36,1.49,3.92,7.07,7.63,9.31,11.91,13.21,14.88,15.76,16.22,16.25,14.58,13.92,13.5,11.91,8.59,7.08,6.86,7.15,7.09,6.21,6.04,6.53,6.95,6.05,3.35,1.92,1.95,1.82,1.83,1.91,1.84,1.68,0.81,0.34,0.19,0.21,0.51,0.55,0.42,0.24,0.42,0.37,0.33,0.19,0.07,0.0
11,0.0,0.79,2.33,4.19,5.78,6.53,6.14,6.99,7.96,9.54,10.36,10.72,9.08,7.2,6.27,5.44,5.65,5.42,5.16,5.04,4.67,3.98,3.41,3.05,2.55,1.98,1.46,1.32,1.19,1.08,0.79,0.45,0.32,0.28,0.43,0.41,0.22,0.21,0.25,0.19,0.15,0.19,0.17,0.1,0.09,0.16,0.12,0.03,0.0
13,0.0,0.75,1.4,1.3,1.59,2.16,3.26,3.2,2.88,2.83,3.34,3.03,2.56,2.71,2.75,2.12,1.48,1.35,1.46,1.4,1.1,0.86,0.99,1.0,1.18,0.9,0.77,0.62,0.74,0.57,0.9,1.01,0.63,0.49,0.29,0.32,0.35,0.3,0.47,0.66,0.29,0.1,0.1,0.19,0.16,0.03,0.0,0.0,0.0
16,0.0,0.51,0.97,1.4,2.37,3.86,5.37,7.46,7.83,8.41,9.17,10.03,9.85,9.68,8.8,8.78,6.96,5.92,6.6,6.95,6.9,6.82,6.54,5.78,5.02,3.34,2.6,2.63,3.2,2.91,3.02,2.61,2.24,2.4,2.33,1.39,0.63,0.51,0.57,0.53,0.53,0.43,0.27,0.06,0.0,0.0,0.0,0.0,0.0
18,0.0,0.34,1.55,2.18,3.5,4.7,5.02,6.14,6.7,7.85,8.68,8.27,7.25,6.02,5.29,5.25,6.28,6.56,6.31,5.06,3.57,2.82,2.38,2.27,2.16,1.97,1.26,0.68,0.33,0.38,0.45,0.53,0.21,0.31,0.34,0.22,0.25,0.27,0.24,0.26,0.22,0.03,0.07,0.08,0.0,0.0,0.0,0.0,0.0
20,0.0,0.4,2.59,3.86,3.87,5.12,6.43,7.97,8.66,9.51,11.13,9.98,9.62,10.1,10.4,10.6,10.16,11.23,11.33,11.09,11.01,9.98,8.6,7.82,7.37,7.52,7.01,6.01,5.34,4.71,3.72,2.85,2.4,1.93,1.65,1.44,1.3,1.46,1.24,0.74,0.23,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.17,0.47,0.49,0.37,0.77,1.0,0.76,0.51,0.98,1.34,1.23,0.56,0.1,0.09,0.38,0.32,0.95,1.28,0.44,0.31,0.13,0.24,0.05,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.28,5.74,6.3,6.94,9.51,13.7,14.44,17.25,19.63,18.48,17.31,16.99,18.06,17.05,15.46,15.75,15.81,13.62,11.1,9.7,7.7,4.8,3.62,3.17,1.75,1.19,2.15,2.05,1.12,0.77,0.6,0.0,0.0,0.0,0.0,0.2,0.22,0.86,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.1,0.02,0.06,0.27,0.24,0.04,0.16,0.16,0.06,0.08,0.1,0.14,0.08,0.04,0.04,0.1,0.08,0.08,0.06,0.1,0.05,0.07,0.04,0.02,0.02,0.08,0.04,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.06,0.44,0.16,0.48,0.14,2.16,3.66,3.01,10.38,18.65,22.61,23.0,20.4,18.48,13.53,10.54,6.62,1.22,0.16,0.22,0.16,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,1.15,1.31,1.92,3.32,4.54,5.37,6.99,9.58,16.09,22.37,24.35,24.25,23.84,24.57,25.28,25.55,23.5,19.32,13.46,7.51,3.36,0.69,0.17,0.89,0.9,0.01,0.28,0.45,0.17,0.01,0.01,0.0,0.0,0.16,0.4,0.9,0.32,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
56,0.0,0.27,1.21,3.69,7.25,10.91,13.98,15.11,14.22,15.84,15.18,12.98,11.43,9.85,7.88,7.35,7.7,8.7,8.63,8.39,8.0,7.75,7.79,8.42,8.16,8.97,9.35,7.77,5.73,5.24,5.44,6.25,6.54,6.32,5.93,5.62,3.91,1.75,0.45,0.67,0.56,0.08,0.33,0.33,0.09,0.0,0.0,0.0,0.0
72,0.0,0.0,0.47,0.17,1.94,3.24,5.2,8.82,11.97,11.17,13.78,14.95,14.49,13.1,9.69,7.82,7.62,4.66,2.79,2.37,2.58,1.65,0.67,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.77,4.3,4.73,5.21,6.46,9.48,8.05,6.97,10.98,12.31,10.38,8.45,6.54,4.67,2.21,0.56,1.67,1.69,0.72,0.12,0.22,1.07,0.73,0.42,0.16,0.5,0.12,0.01,0.0,0.43,1.12,0.64,0.13,0.1,0.52,0.23,0.5,0.91,0.89,0.77,1.36,0.89,0.86,0.04,0.54,1.33,1.05,0.14
81,0.0,0.0,0.02,0.26,2.21,1.38,0.89,3.26,4.79,4.32,4.0,6.44,4.93,4.21,4.26,3.77,2.15,0.44,0.52,0.55,0.66,0.87,0.02,0.0,0.1,0.0,0.0,0.09,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.55,0.68,1.74,2.28,1.79,2.69,3.45,3.64,1.51,4.95,4.79,2.13,0.37,0.84,0.19,0.06,0.58,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.49,0.47,1.4,1.85,1.11,1.99,2.15,4.2,3.63,2.2,2.07,3.78,2.25,3.4,2.89,3.21,1.84,1.64,1.22,0.85,0.79,0.0,0.78,2.03,1.7,0.0,0.0,0.0,0.0,0.0,0.04,0.73,0.18,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.79,0.03,0.77,0.0,0.0,0.0
96,0.0,0.79,2.68,3.95,7.14,9.42,8.04,8.75,9.71,12.62,11.34,8.88,7.72,9.28,8.75,6.45,5.86,6.25,3.11,2.4,3.7,3.64,3.29,1.93,1.0,2.19,1.47,1.74,2.51,1.61,1.31,0.95,0.23,0.11,0.91,1.42,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.94,2.76,11.67,17.41,14.56,20.02,22.8,20.29,22.12,23.13,25.89,26.27,17.95,15.83,15.99,14.36,13.61,12.66,11.49,7.54,2.98,1.02,2.38,7.19,10.2,6.16,1.55,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.91,0.0,0.0,0.43,1.0,0.96,1.0,0.78,0.0,0.0
100,0.0,0.0,0.0,0.0,0.34,0.72,0.6,1.09,4.2,2.1,3.17,2.24,1.55,1.67,0.67,1.49,0.52,0.14,0.35,0.12,0.25,0.0,0.25,0.0,0.05,0.19,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.54,1.0,0.75,0.93,1.11,2.21,2.54,0.98,0.14,0.15,0.4,0.17,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.7,1.6,1.58,1.04,1.3,1.53,3.31,5.17,5.6,5.82,0.99,0.06,0.04,0.02,0.0,0.09,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.14,1.19,0.65,0.98,1.2,2.98,2.59,0.86,2.27,2.06,1.88,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.93,3.65,6.33,4.62,3.33,3.68,4.65,6.07,7.86,9.62,10.41,8.29,6.79,4.72,4.38,5.98,5.94,4.01,3.02,1.98,1.78,2.6,3.47,2.4,2.04,1.52,1.36,1.1,1.09,0.94,1.23,2.29,1.12,0.4,0.51,0.39,0.5,0.13,0.0,0.0,0.58,1.0,0.55,0.5,0.23,0.0,0.0,0.0
140,0.0,1.76,3.23,2.75,3.12,2.72,4.43,6.95,4.36,5.25,4.19,2.18,2.87,1.81,3.5,5.33,1.98,2.08,6.0,4.09,3.4,1.75,4.05,3.98,2.47,1.47,1.17,1.83,4.34,0.63,1.38,1.45,0.84,0.69,0.7,0.86,1.54,0.42,0.03,1.0,0.2,0.0,0.05,1.5,1.34,0.11,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
