junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.86,2.65,3.73,5.16,7.73,11.32,12.67,13.02,12.55,13.1,14.33,14.93,14.8,14.33,12.47,10.11,8.42,7.04,6.21,5.74,5.79,5.82,5.75,5.7,5.39,5.4,4.79,4.31,3.95,4.07,3.24,2.6,2.16,1.37,0.81,0.46,0.39,0.49,0.31,0.33,0.33,0.28,0.16,0.09,0.1,0.09,0.11,0.01
4,0.0,0.36,1.21,3.02,5.85,7.97,9.5,10.31,11.58,12.22,13.71,14.03,13.96,13.84,13.41,12.45,12.84,12.61,11.32,9.63,8.43,7.37,6.9,5.99,5.19,4.43,3.99,3.7,3.29,2.66,2.16,1.61,1.25,0.89,0.9,0.94,0.85,0.58,0.25,0.26,0.23,0.16,0.18,0.1,0.0,0.02,0.05,0.03,0.0
6,0.0,0.45,1.47,3.23,5.51,7.95,9.94,11.68,13.14,15.54,17.99,19.22,18.91,18.92,18.02,17.53,15.65,14.51,13.58,11.82,9.5,7.03,5.6,4.93,4.13,3.2,2.5,1.79,1.08,0.51,0.21,0.19,0.14,0.1,0.17,0.12,0.14,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.18,3.15,4.87,6.05,6.94,8.57,11.13,13.96,14.63,14.16,14.14,13.98,15.02,14.94,14.51,13.16,10.07,8.14,8.95,9.33,9.19,8.0,6.19,4.85,4.13,3.65,2.83,2.01,1.87,1.81,1.92,1.93,1.45,0.69,0.34,0.32,0.25,0.3,0.44,0.43,0.22,0.04,0.0,0.0,0.0,0.0,0.0,0.08
11,0.0,0.57,2.29,4.49,6.08,7.01,7.21,8.51,9.36,9.76,10.45,9.92,8.46,7.48,6.68,6.28,6.13,6.24,6.36,5.8,5.27,5.03,4.59,3.85,3.18,2.62,2.16,1.88,1.51,1.32,0.99,0.81,0.54,0.33,0.43,0.51,0.49,0.41,0.23,0.15,0.28,0.27,0.16,0.11,0.03,0.07,0.07,0.0,0.0
13,0.0,0.73,1.54,1.73,2.73,2.66,2.11,2.82,2.94,3.33,3.86,2.92,2.99,2.36,1.92,1.86,1.87,1.83,1.43,1.09,1.39,1.41,1.08,0.9,0.98,0.74,0.67,0.88,0.61,0.54,0.59,0.37,0.25,0.27,0.47,0.39,0.65,0.54,0.28,0.15,0.01,0.13,0.11,0.07,0.25,0.15,0.06,0.0,0.0
16,0.0,0.57,1.53,1.79,2.3,3.28,4.99,6.82,8.0,8.59,9.11,9.5,9.11,8.76,8.43,8.25,7.97,7.75,8.4,7.92,6.38,5.46,3.9,2.9,2.82,3.58,3.47,3.01,2.74,3.11,2.66,2.21,1.71,1.29,1.02,0.95,0.8,0.67,0.51,0.39,0.38,0.45,0.34,0.09,0.0,0.0,0.0,0.0,0.0
18,0.0,0.37,1.53,2.18,2.77,3.29,4.63,5.95,7.12,8.0,8.43,8.06,8.35,7.67,6.14,4.94,4.53,4.05,3.44,3.57,2.81,2.26,2.49,1.76,0.96,0.67,0.45,0.6,0.6,0.6,0.63,0.41,0.39,0.67,0.43,0.14,0.13,0.3,0.29,0.13,0.22,0.0,0.07,0.09,0.08,0.07,0.0,0.0,0.0
20,0.0,0.48,2.02,3.3,4.66,6.46,7.44,8.28,9.23,9.52,10.63,11.0,9.69,8.91,8.46,8.61,8.5,8.53,9.25,9.43,8.46,8.52,8.43,7.54,6.34,6.34,5.75,4.93,4.28,3.91,2.92,2.1,1.5,1.46,1.48,1.85,1.28,1.44,1.33,0.92,0.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.14,0.34,0.46,0.78,0.97,1.04,0.77,0.91,1.1,0.82,0.93,0.03,0.11,0.06,0.3,0.5,0.32,0.37,0.61,0.1,0.13,0.18,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.0,0.0,0.0,0.0,0.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
