junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.67,2.38,3.87,6.21,7.35,10.24,11.37,11.19,11.46,11.63,11.2,11.08,10.32,9.9,9.04,7.65,6.71,6.19,5.79,5.69,5.97,6.38,5.67,5.39,4.49,4.38,4.44,3.91,2.81,1.9,1.63,1.01,0.49,0.46,0.17,0.04,0.18,0.06,0.09,0.15,0.09,0.17,0.25,0.22,0.09,0.01,0.0,0.0
4,0.0,0.46,1.45,3.16,5.81,7.98,9.8,10.64,11.11,12.69,13.64,13.93,13.67,13.57,13.06,12.36,11.08,10.51,10.36,10.33,9.52,8.25,7.45,7.58,7.53,7.26,6.88,5.91,5.0,4.48,3.9,3.23,2.65,2.08,1.33,0.6,0.18,0.09,0.08,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.48,2.06,3.78,5.55,7.7,10.02,11.16,13.16,15.17,18.35,18.83,19.81,20.44,20.89,20.49,19.52,19.56,18.28,16.2,13.24,10.59,9.37,7.16,5.21,3.0,0.97,0.47,0.38,0.23,0.1,0.09,0.02,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.06,0.0,0.0,0.0,0.0,0.0
8,0.0,0.65,2.02,3.45,5.76,8.35,8.98,10.13,12.4,14.61,15.72,15.99,15.27,14.19,14.49,13.73,13.24,11.67,8.85,7.06,6.95,8.38,9.13,7.91,5.88,4.43,3.77,3.71,2.55,2.04,1.66,1.41,1.47,1.39,1.39,1.6,1.44,0.66,0.17,0.09,0.03,0.0,0.0,0.01,0.09,0.09,0.07,0.0,0.0
11,0.0,1.04,3.1,4.26,5.46,6.42,6.58,7.54,8.7,9.78,10.23,10.08,8.77,7.47,6.45,6.36,6.43,5.63,5.29,5.05,4.32,3.79,3.34,2.54,2.28,2.03,1.5,0.99,0.44,0.25,0.43,0.47,0.5,0.57,0.58,0.64,0.5,0.34,0.21,0.14,0.15,0.18,0.17,0.09,0.06,0.01,0.0,0.0,0.0
13,0.0,0.71,1.14,1.57,2.03,2.31,2.39,2.38,2.7,3.0,3.32,4.08,3.1,2.71,2.18,2.14,2.17,1.45,1.04,1.43,1.45,1.06,0.91,0.89,0.79,0.65,0.98,0.98,0.82,0.54,0.45,0.58,0.67,0.64,0.37,0.26,0.1,0.37,0.44,0.2,0.08,0.09,0.28,0.24,0.0,0.0,0.0,0.0,0.0
16,0.0,0.52,1.04,1.99,3.3,4.32,5.86,7.0,8.73,9.2,9.92,10.83,11.52,9.94,9.13,8.16,8.22,8.68,8.22,7.42,7.31,6.47,6.49,5.87,4.33,2.78,2.77,2.96,2.9,2.71,2.33,2.14,1.69,1.38,1.09,1.08,1.59,1.25,0.65,0.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.34,1.48,2.33,3.28,4.77,5.36,6.46,7.37,8.36,9.04,9.36,8.0,6.89,5.9,4.86,4.48,4.57,4.2,4.21,3.61,3.12,1.8,1.41,1.79,1.83,1.4,1.03,0.92,0.78,0.55,0.32,0.32,0.23,0.06,0.1,0.07,0.11,0.21,0.13,0.06,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,1.3,2.44,2.88,3.4,4.98,6.37,7.15,8.24,9.59,10.16,10.2,10.44,9.81,8.92,8.03,7.78,7.35,7.24,6.81,6.58,6.69,6.71,5.65,5.05,4.42,3.43,3.1,2.37,1.87,1.91,2.07,2.0,1.82,2.0,1.82,1.15,0.68,0.42,0.2,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.33,0.61,0.43,0.35,0.77,0.57,1.16,1.13,1.15,0.92,0.63,0.12,0.07,0.6,1.09,0.75,0.4,0.59,0.18,0.18,0.01,0.0,0.01,0.0,0.05,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
