junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.6,2.35,4.33,5.6,6.54,9.24,10.68,12.31,12.32,11.84,13.18,12.84,9.96,8.45,8.41,7.26,6.51,6.14,5.26,5.3,5.25,6.13,6.32,5.55,4.83,4.0,3.07,2.14,1.15,0.91,0.44,0.13,0.31,0.56,0.47,0.21,0.25,0.15,0.11,0.07,0.16,0.18,0.36,0.13,0.09,0.13,0.18,0.12
4,0.0,0.27,1.16,3.34,5.61,7.48,8.94,10.06,10.95,12.45,13.53,13.65,13.19,12.74,11.9,11.28,10.46,10.23,9.93,10.18,9.77,8.98,7.83,7.55,7.0,6.71,6.7,6.35,5.8,5.16,4.9,4.24,3.68,3.1,2.35,1.61,1.25,0.97,0.3,0.14,0.14,0.1,0.05,0.09,0.06,0.02,0.0,0.0,0.0
6,0.0,0.53,1.84,3.73,5.07,6.66,9.34,11.35,12.8,15.35,18.22,19.95,20.37,19.32,18.63,18.23,17.65,16.61,15.63,13.24,11.32,9.32,7.12,6.03,5.78,4.79,3.8,2.68,0.68,0.35,0.36,0.15,0.25,0.16,0.06,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.23,2.68,4.96,7.1,7.77,9.82,11.85,13.62,15.18,16.72,16.39,15.72,15.85,16.46,15.76,15.05,13.84,11.89,9.97,9.06,8.46,8.73,7.8,6.06,5.0,4.49,3.96,3.49,2.53,2.5,1.8,1.53,1.56,1.54,1.57,1.54,1.46,1.42,1.01,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.77,2.39,4.0,5.55,6.59,6.73,7.5,8.24,8.65,8.78,8.62,7.86,6.91,6.13,5.37,4.91,4.19,3.73,3.66,3.78,3.35,2.44,1.73,1.7,1.54,1.09,0.8,0.51,0.41,0.28,0.38,0.55,0.38,0.18,0.17,0.28,0.2,0.1,0.23,0.24,0.21,0.43,0.54,0.29,0.17,0.15,0.03,0.0
13,0.0,0.17,0.95,1.6,1.6,2.03,2.56,2.91,2.5,3.36,3.24,3.32,2.4,2.21,2.51,1.89,1.58,1.57,1.25,0.96,1.34,1.46,0.79,0.75,0.7,0.76,0.67,0.73,0.61,0.46,0.29,0.56,0.85,0.72,0.64,0.54,0.41,0.11,0.15,0.22,0.25,0.08,0.29,0.33,0.1,0.0,0.0,0.0,0.0
16,0.0,0.6,1.49,2.26,3.25,5.16,8.21,9.13,8.96,9.76,10.75,11.0,10.19,9.56,9.84,10.38,10.02,8.71,8.6,8.39,7.45,6.68,5.52,4.01,2.98,2.69,2.52,2.33,2.62,2.44,1.57,0.96,0.88,0.86,1.68,2.2,1.52,0.64,0.95,1.12,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.37,1.07,2.3,3.38,4.26,5.31,6.89,7.89,8.54,8.25,7.69,6.88,6.74,6.09,5.05,4.0,4.63,4.91,4.02,4.02,3.0,2.07,1.99,2.04,1.66,0.88,0.72,0.79,0.87,0.78,0.57,0.28,0.17,0.1,0.09,0.19,0.25,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.86,2.67,3.11,4.67,5.4,6.08,7.67,8.25,9.83,10.32,10.25,10.14,9.77,9.46,8.85,8.59,8.08,8.3,8.27,7.01,6.43,6.11,5.64,4.35,3.62,3.13,2.39,1.88,1.5,1.5,1.56,1.43,1.12,0.56,0.29,0.22,0.28,0.28,0.48,0.28,0.02,0.18,0.05,0.09,0.26,0.18,0.0,0.0
24,0.0,0.01,0.02,0.55,0.41,0.86,1.56,1.07,1.11,0.9,1.19,1.1,0.24,0.11,0.48,1.09,0.74,1.33,2.6,1.72,0.24,0.09,0.04,0.05,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
