junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,1.01,2.72,4.53,5.47,7.55,9.71,11.13,12.37,13.08,13.61,11.86,11.37,10.43,8.42,7.93,7.94,6.99,6.53,6.1,5.17,5.06,5.19,5.48,5.47,5.39,4.76,4.63,4.91,4.2,3.27,2.59,2.1,1.51,1.0,0.6,0.41,0.28,0.18,0.13,0.01,0.03,0.25,0.49,0.4,0.31,0.36,0.27,0.11
4,0.0,0.51,1.7,3.33,6.1,8.79,10.28,10.9,12.41,14.13,15.25,14.76,14.22,13.02,12.15,11.49,11.16,10.8,10.28,10.04,9.84,9.64,8.61,7.62,7.11,6.66,6.41,6.03,5.31,4.7,4.24,3.87,3.67,3.42,2.84,2.24,1.56,0.87,0.22,0.11,0.03,0.06,0.09,0.06,0.01,0.0,0.0,0.0,0.0
6,0.0,0.79,2.25,3.81,5.32,7.78,8.9,12.66,14.43,17.8,20.61,21.63,21.74,20.91,19.51,20.15,18.8,17.23,15.92,14.88,12.53,9.63,8.43,7.22,4.66,2.7,1.26,0.6,0.22,0.15,0.11,0.07,0.01,0.09,0.02,0.09,0.04,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.53,2.44,5.32,8.69,9.4,9.54,10.73,12.34,13.34,15.01,15.61,16.3,17.1,18.01,17.57,16.95,16.37,14.79,12.04,9.48,9.28,8.71,7.88,6.6,5.32,5.5,4.66,2.96,2.1,1.82,1.79,1.79,1.74,1.71,1.59,1.72,1.74,1.26,0.59,0.16,0.09,0.04,0.07,0.09,0.09,0.12,0.13,0.09
11,0.0,0.46,1.72,3.21,4.97,6.36,7.19,7.56,8.2,8.49,9.62,9.9,8.51,7.48,6.92,6.22,5.91,5.48,4.81,4.66,4.45,4.09,3.63,3.09,2.61,2.14,1.8,1.25,0.63,0.56,0.83,0.71,0.76,0.54,0.36,0.39,0.31,0.35,0.54,0.39,0.16,0.14,0.25,0.27,0.17,0.08,0.04,0.08,0.02
13,0.0,0.58,1.78,1.99,2.12,2.15,2.18,2.63,3.8,4.08,2.95,2.35,2.11,1.53,1.47,1.69,1.77,1.89,1.53,0.95,1.0,0.88,0.94,0.86,0.66,1.04,0.9,0.98,1.15,1.02,1.19,0.85,0.45,0.62,0.37,0.27,0.17,0.19,0.03,0.07,0.26,0.29,0.34,0.2,0.03,0.07,0.04,0.0,0.0
16,0.0,0.46,1.41,2.44,2.75,3.76,4.87,5.75,7.05,9.22,9.66,10.09,8.73,8.92,7.76,7.73,7.81,7.92,7.47,6.51,6.1,4.98,4.57,3.6,3.29,3.21,3.43,3.11,2.64,2.51,2.55,2.49,1.55,1.17,1.52,1.52,1.03,0.82,1.53,1.78,1.14,0.74,0.24,0.01,0.0,0.0,0.0,0.0,0.0
18,0.0,0.39,0.82,2.29,3.24,3.58,4.9,6.59,7.32,6.96,8.23,8.48,7.98,7.39,6.39,5.27,4.84,4.09,3.91,3.99,4.16,3.22,1.94,1.39,1.14,1.32,0.8,0.27,0.56,0.52,0.25,0.24,0.34,0.33,0.25,0.09,0.2,0.28,0.21,0.08,0.12,0.21,0.3,0.03,0.0,0.0,0.0,0.0,0.0
20,0.0,0.84,2.16,3.1,3.22,4.52,6.22,7.71,8.43,8.56,8.81,9.52,9.37,9.91,9.9,9.63,9.9,9.38,9.01,9.08,9.05,7.86,7.33,6.77,6.5,5.77,5.32,5.13,4.36,2.74,2.04,1.77,1.8,1.39,1.68,1.43,1.04,1.33,1.41,0.75,0.22,0.08,0.05,0.02,0.05,0.09,0.0,0.0,0.0
24,0.0,0.0,0.18,0.72,0.77,1.05,1.1,0.82,0.79,1.85,2.28,1.43,1.57,1.0,0.37,0.22,0.04,0.54,0.58,0.18,0.28,0.06,0.14,0.0,0.09,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.62,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.79,6.28,8.67,9.91,13.35,14.01,12.49,13.43,14.22,16.67,17.64,20.39,19.73,16.75,17.42,17.7,16.45,15.21,13.95,9.67,8.86,5.19,2.84,2.46,3.31,1.95,1.48,0.76,0.54,0.53,0.15,0.0,0.19,0.15,0.31,0.29,0.37,0.0,0.0,0.0,0.0,0.02,0.31,0.0,0.09,0.24,0.0,0.0
40,0.0,0.0,0.1,0.14,0.15,0.13,0.12,0.18,0.22,0.12,0.22,0.24,0.2,0.12,0.06,0.04,0.06,0.04,0.16,0.12,0.0,0.09,0.15,0.08,0.05,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0
46,0.0,0.0,0.32,0.21,0.47,0.51,1.53,4.0,4.22,7.5,16.13,19.33,21.78,24.88,20.85,16.63,8.86,0.97,1.15,0.18,0.12,0.02,0.0,0.0,0.02,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,1.02,2.5,4.0,4.87,7.36,6.8,11.21,13.02,16.8,21.1,23.85,21.95,24.01,22.32,22.06,19.15,15.52,15.29,15.33,11.15,4.83,1.25,0.58,0.57,0.87,0.71,0.62,0.33,0.28,0.39,0.25,0.04,0.33,0.07,0.32,0.14,0.0,0.24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.4,1.73,5.04,8.84,11.15,11.76,11.64,12.53,13.04,15.8,12.34,12.27,13.53,13.49,13.69,13.62,13.22,9.28,8.38,8.78,9.13,9.91,9.23,6.5,5.6,6.19,5.77,5.67,5.59,6.03,6.0,6.65,6.17,5.73,5.37,3.53,1.14,0.0,0.0,0.0,0.14,0.33,0.33,0.04,0.0,0.0,0.0,0.0
72,0.0,0.0,0.04,0.06,1.6,2.63,4.64,7.01,10.53,15.31,19.51,17.16,19.44,14.06,8.5,9.96,11.99,13.3,6.54,4.93,3.23,0.55,2.51,2.12,2.43,0.91,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.58,3.12,3.39,6.28,6.19,10.91,11.32,12.22,11.63,11.43,13.17,8.69,5.84,4.89,1.58,2.51,2.72,2.66,1.2,0.95,0.79,0.35,0.14,0.53,0.15,0.02,0.01,0.64,0.93,0.47,0.33,0.01,0.0,0.34,0.55,0.7,0.72,0.58,0.36,0.5,0.14,0.34,0.97,0.84,0.21,0.5,0.23,0.0
81,0.0,0.0,0.21,0.5,0.28,2.09,2.11,2.48,1.75,4.45,3.43,5.48,2.87,3.55,3.14,4.51,3.34,2.48,0.28,0.02,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.22,0.08,1.06,0.45,2.9,4.69,2.98,4.73,3.12,6.15,4.76,2.3,1.38,0.05,0.21,0.31,0.04,0.08,0.04,0.0,0.02,0.04,0.02,0.04,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.5,1.65,1.61,1.26,0.33,2.24,2.08,2.89,2.67,2.01,1.33,2.4,3.54,5.69,5.11,1.76,1.02,2.33,0.55,0.59,1.2,1.15,0.0,0.37,0.41,1.47,1.05,2.13,0.77,0.0,0.88,0.68,0.0,0.0,0.0,0.0,0.59,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.81,1.78,2.63,5.37,8.4,12.03,12.56,12.27,9.4,7.99,8.65,10.74,8.11,6.6,5.53,4.08,4.84,3.58,2.55,1.04,1.75,1.96,1.69,1.89,2.01,1.81,1.2,0.98,0.81,1.4,0.64,0.99,0.5,0.01,0.29,0.0,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.89,6.0,15.4,21.9,22.8,18.54,19.71,22.13,23.48,26.35,24.68,19.08,19.23,15.57,11.3,9.73,11.33,11.21,8.6,6.82,8.43,7.61,3.06,1.85,6.71,18.08,17.3,6.05,3.07,2.02,2.07,2.89,2.62,1.63,1.21,0.67,0.0,0.0,0.0,0.67,1.0,0.42,0.77,1.0,0.31,0.0,0.0,0.0
100,0.0,0.0,0.0,0.64,1.95,2.95,3.16,1.43,1.61,2.03,4.88,3.88,1.13,1.19,0.42,1.01,0.04,0.39,0.13,0.44,0.29,0.28,0.13,0.13,0.0,0.0,0.13,0.16,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,1.63,3.07,5.72,4.43,2.29,2.71,1.42,0.78,1.41,1.22,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.2,1.12,0.52,1.27,1.44,1.0,3.27,5.77,7.87,2.28,0.05,0.21,0.04,0.06,0.04,0.08,0.04,0.04,0.02,0.08,0.0,0.04,0.04,0.02,0.0,0.0,0.02,0.0,0.06,0.0,0.02,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.94,0.68,1.5,1.5,6.45,5.8,5.21,6.03,5.32,4.89,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.84,4.04,6.99,7.01,7.02,7.3,6.54,5.39,4.85,7.38,7.85,7.09,5.59,6.42,5.97,3.65,3.14,2.73,4.57,5.81,3.54,3.85,2.27,1.46,2.57,1.9,0.93,2.1,3.39,2.42,1.98,1.14,0.25,0.3,1.94,2.12,0.42,0.0,0.45,0.5,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0
140,0.0,2.4,6.5,5.73,4.71,3.66,5.59,5.18,5.46,4.23,3.82,2.86,4.09,4.62,5.27,5.15,6.27,3.18,2.94,1.38,0.61,2.01,2.37,2.41,1.42,1.73,2.05,3.73,3.42,3.14,3.16,2.71,1.72,1.32,1.06,0.95,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
