junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.77,2.08,3.33,5.05,7.59,10.09,11.75,11.41,11.44,12.43,14.23,12.08,10.05,9.99,9.02,6.84,6.92,6.31,5.53,5.57,5.27,4.99,5.36,5.77,5.33,5.28,4.82,4.93,4.6,3.64,2.94,2.29,1.5,0.95,0.5,0.35,0.44,0.29,0.19,0.23,0.17,0.09,0.07,0.02,0.0,0.0,0.01,0.07
4,0.0,0.53,1.52,3.49,5.79,8.07,9.43,10.69,11.43,12.72,13.61,13.49,12.96,12.78,12.29,11.83,11.53,11.67,11.58,10.47,9.52,9.06,8.6,8.31,7.69,6.47,5.07,4.31,3.76,2.92,2.52,1.94,1.13,0.82,0.9,1.14,0.79,0.39,0.12,0.15,0.13,0.02,0.0,0.04,0.08,0.09,0.09,0.08,0.05
6,0.0,0.56,2.1,4.02,5.62,7.36,9.9,11.11,12.88,17.17,20.27,22.33,22.5,22.97,22.04,21.55,19.86,18.49,15.76,13.56,10.99,8.3,5.92,4.12,3.18,2.07,1.23,0.83,0.36,0.02,0.01,0.27,0.44,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.74,2.36,4.07,5.89,8.66,10.73,11.73,12.54,13.93,14.82,13.9,13.15,13.02,12.57,12.27,11.54,9.96,8.7,7.9,7.35,7.01,6.61,5.76,4.96,4.55,4.95,3.94,2.55,2.09,1.92,1.83,1.51,1.24,0.58,0.17,0.31,0.46,0.41,0.2,0.19,0.2,0.35,0.19,0.12,0.04,0.0,0.0,0.02
11,0.0,0.78,2.32,3.96,5.78,6.23,7.06,8.47,9.01,9.64,9.68,9.0,7.95,8.32,7.11,5.89,6.13,5.9,5.13,4.67,4.64,4.35,3.69,3.33,2.94,2.53,2.05,1.63,1.38,0.93,0.81,0.7,0.56,0.49,0.61,0.47,0.24,0.14,0.03,0.18,0.28,0.13,0.06,0.03,0.0,0.0,0.0,0.0,0.0
13,0.0,0.52,1.19,1.57,2.22,2.19,1.8,1.96,2.57,3.14,3.65,3.37,2.69,2.39,2.51,2.25,1.29,1.23,1.51,1.13,0.91,0.69,0.77,0.96,1.08,0.86,1.04,0.75,0.41,0.55,0.6,0.7,0.45,0.42,0.34,0.22,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.77,1.86,2.24,2.8,4.29,5.81,7.3,7.88,9.32,10.02,10.62,11.4,10.59,10.32,10.09,9.77,9.91,9.64,8.43,7.84,6.67,5.72,4.04,3.45,3.5,3.57,3.64,3.36,3.12,2.72,2.55,2.34,1.92,0.97,0.5,0.6,0.83,0.65,0.24,0.16,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.26,0.95,1.66,2.92,4.78,5.97,6.75,7.7,8.62,9.23,10.43,9.53,7.82,6.35,6.24,5.99,4.58,4.1,4.91,4.6,3.81,2.4,2.23,1.56,1.24,0.67,0.57,0.33,0.56,0.47,0.16,0.28,0.49,0.36,0.24,0.27,0.15,0.21,0.2,0.1,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0
20,0.0,0.66,2.39,3.58,3.91,4.0,6.04,7.08,8.85,9.89,10.76,9.47,9.61,9.74,9.99,8.55,8.3,8.37,8.52,8.25,8.42,7.06,6.04,5.76,5.37,5.18,5.01,4.2,3.62,3.17,2.31,1.97,1.55,1.48,1.49,1.26,1.58,1.3,1.18,0.64,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.23,0.35,0.21,0.32,0.62,0.58,1.23,1.71,1.02,0.79,0.44,0.15,0.07,0.38,0.37,0.82,0.51,0.75,0.37,0.01,0.03,0.06,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.18,4.47,6.59,10.47,14.59,12.13,10.54,13.94,16.34,18.27,20.33,17.66,15.35,16.22,14.8,13.13,11.95,8.76,6.73,5.91,4.07,1.92,2.62,3.58,2.98,1.51,0.84,1.38,1.19,0.51,0.18,0.47,0.33,0.42,0.88,0.03,0.0,0.32,0.23,0.27,0.29,0.21,0.25,0.08,0.0,0.0,0.05,0.27
40,0.0,0.0,0.06,0.1,0.29,0.17,0.12,0.12,0.18,0.12,0.14,0.16,0.06,0.08,0.21,0.04,0.02,0.12,0.04,0.12,0.14,0.1,0.02,0.08,0.1,0.1,0.02,0.08,0.04,0.02,0.0,0.02,0.0,0.0,0.06,0.02,0.0,0.01,0.01,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0
46,0.0,0.0,0.04,0.85,1.75,1.82,0.74,2.93,4.75,6.03,9.82,13.11,16.12,12.85,8.9,5.67,2.59,0.12,0.09,0.04,0.38,0.02,0.0,0.02,0.04,0.2,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.59,2.29,4.81,5.2,5.12,7.39,7.81,9.13,16.59,22.01,21.75,20.39,17.46,17.66,18.19,16.1,14.54,13.0,12.59,10.46,7.25,4.76,1.26,0.72,0.25,0.01,0.07,0.34,0.06,0.0,0.31,0.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.47,1.47,2.92,5.96,10.15,12.57,13.12,14.66,16.15,17.19,14.07,9.85,9.77,9.05,9.32,9.14,7.98,8.25,7.29,7.02,6.41,6.9,7.32,7.22,7.79,9.09,8.2,5.98,5.26,5.23,5.5,5.58,5.34,5.28,5.52,4.13,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.25,1.22,1.59,3.98,6.32,7.55,9.24,16.52,15.53,18.1,17.39,13.99,12.36,11.73,9.36,10.19,6.78,2.82,1.08,0.72,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.5,2.0,2.66,6.06,7.04,8.23,13.68,12.88,11.31,13.12,12.88,9.99,7.58,5.21,4.01,2.88,1.19,2.02,1.46,0.52,0.08,0.5,0.26,0.49,0.59,1.0,0.71,1.64,1.38,1.0,0.92,0.8,0.82,0.0,0.35,0.79,0.42,0.0,0.69,1.22,0.44,0.09,0.5,0.18,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.16,0.87,0.74,1.69,1.83,4.21,4.57,2.51,5.04,5.16,4.5,2.86,6.47,5.63,3.47,4.11,0.69,0.04,0.02,0.27,0.11,0.23,0.21,0.22,0.13,0.12,0.26,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.3,0.51,0.48,1.03,1.49,2.6,4.81,2.64,1.51,8.65,6.13,1.48,1.26,0.42,0.21,0.16,0.3,0.19,0.0,0.06,0.0,0.04,0.0,0.04,0.02,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.61,2.5,1.4,2.06,2.69,2.37,4.2,2.61,4.94,3.28,2.95,1.18,3.22,3.51,3.65,4.03,0.3,0.56,1.37,0.77,0.17,0.6,0.31,0.87,0.37,0.0,0.0,0.0,0.77,0.0,0.0,0.21,1.64,0.49,0.0,0.0,0.0,0.0,0.0,0.93,0.68,1.49,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,1.08,2.53,5.64,7.94,7.68,6.86,11.76,12.55,12.84,11.24,8.72,7.6,9.68,7.31,5.71,6.94,5.0,4.02,3.48,2.29,1.83,2.17,0.78,1.28,2.33,2.2,1.71,1.84,1.38,1.62,1.61,0.63,0.36,0.39,0.57,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,1.42,4.16,10.65,18.67,21.81,19.56,16.08,18.1,22.5,23.63,23.15,18.62,15.14,15.54,13.79,11.85,12.02,10.64,14.16,15.71,14.4,13.35,11.22,8.03,3.09,1.01,1.13,1.0,1.1,1.19,1.79,0.91,0.0,0.0,0.0,0.46,1.33,1.61,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.14,0.28,1.47,1.52,2.75,2.81,2.07,2.41,3.72,3.52,1.09,0.56,0.87,0.74,0.03,0.28,0.0,0.83,0.39,0.12,0.38,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.12,1.55,2.25,0.69,1.87,2.16,1.43,2.77,2.21,0.94,1.0,1.01,0.14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.56,0.67,0.56,1.87,0.81,0.98,5.28,5.59,5.8,5.51,1.36,0.18,0.0,0.06,0.02,0.0,0.08,0.0,0.0,0.07,0.03,0.02,0.0,0.02,0.04,0.04,0.02,0.04,0.02,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.14,0.07,0.51,1.83,1.28,1.65,2.78,1.09,2.37,1.86,3.16,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,2.09,5.44,5.28,4.61,7.47,8.95,8.27,8.76,9.8,9.45,9.85,9.24,6.08,5.16,2.4,3.17,4.25,2.97,2.81,2.93,4.11,4.69,4.14,4.08,4.44,2.67,2.02,3.15,3.36,1.84,1.73,2.05,1.7,1.03,0.51,0.22,0.0,0.0,0.0,0.0,0.22,0.97,0.76,1.32,1.65,0.61,0.12,0.0
140,0.0,0.98,1.96,2.81,1.99,2.42,1.85,3.12,4.34,3.57,4.61,5.36,6.66,3.11,1.96,2.97,4.6,2.95,1.41,3.36,3.79,1.7,2.04,2.0,2.84,1.61,3.97,1.52,0.1,0.93,0.43,2.19,1.37,1.2,0.9,1.23,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
