junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
2,0.0,0.79,1.78,2.95,4.69,6.98,10.34,12.26,13.27,13.17,13.35,13.87,13.43,12.69,11.72,10.58,8.61,7.43,7.11,6.82,6.7,5.73,5.48,5.77,5.9,5.61,5.06,4.69,4.37,4.48,4.81,3.81,3.06,2.34,1.89,1.42,0.66,0.27,0.49,0.54,0.45,0.19,0.18,0.15,0.17,0.09,0.0,0.0,0.0
4,0.0,0.43,1.49,3.04,5.17,7.55,9.09,9.97,11.11,11.96,12.83,13.2,12.26,11.28,10.53,10.09,9.98,9.71,9.66,8.66,7.45,7.02,7.02,6.97,6.7,6.23,5.26,4.78,4.16,3.7,3.25,2.84,2.36,1.9,1.37,1.06,1.02,0.75,0.48,0.21,0.12,0.0,0.05,0.16,0.13,0.01,0.0,0.0,0.0
6,0.0,0.59,2.04,3.84,5.56,7.94,10.06,12.59,15.01,18.31,19.03,20.42,22.01,22.58,21.78,20.78,19.61,17.88,17.06,16.56,14.1,12.13,9.25,6.37,4.79,4.33,3.5,2.57,2.15,1.38,0.59,0.14,0.08,0.07,0.19,0.12,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.0
8,0.0,0.83,2.47,3.72,5.5,7.08,8.62,10.05,12.57,15.24,15.44,13.8,14.65,13.73,12.71,12.43,11.15,10.21,8.81,7.8,7.38,7.67,6.65,5.73,5.03,4.53,3.44,2.33,2.13,1.81,1.53,1.73,2.15,2.08,1.61,1.43,1.07,0.54,0.64,0.46,0.25,0.24,0.22,0.19,0.17,0.16,0.15,0.09,0.0
11,0.0,0.8,2.65,4.62,6.05,7.0,7.99,7.96,9.26,9.62,10.31,10.26,9.54,8.4,8.23,7.91,7.28,6.89,6.27,5.53,5.13,5.27,5.14,4.42,3.72,3.15,2.77,2.27,1.85,1.29,0.71,0.55,0.46,0.39,0.47,0.39,0.46,0.48,0.32,0.29,0.38,0.37,0.28,0.12,0.04,0.0,0.0,0.0,0.0
13,0.0,0.44,1.59,1.83,2.26,3.07,2.79,2.78,2.57,2.98,3.37,3.41,2.32,2.91,2.21,1.66,1.9,1.68,0.88,0.99,0.85,0.75,1.04,1.05,0.78,0.52,0.66,0.87,0.94,0.81,0.88,0.67,0.69,0.6,0.61,0.51,0.46,0.34,0.21,0.06,0.22,0.33,0.3,0.14,0.0,0.07,0.15,0.05,0.0
16,0.0,0.32,1.19,2.23,3.4,4.18,5.76,7.64,9.45,10.06,10.29,10.07,9.85,10.32,10.68,10.99,11.34,10.5,8.58,8.38,7.49,6.31,5.28,4.43,3.74,3.18,3.21,2.87,2.61,2.52,2.37,2.43,2.79,2.68,2.23,1.61,1.08,0.65,0.45,0.47,0.49,0.54,0.44,0.28,0.03,0.0,0.0,0.0,0.0
18,0.0,0.35,1.4,2.7,3.26,4.18,4.93,5.95,7.33,9.12,9.06,8.72,7.36,6.95,7.34,5.69,4.29,4.32,4.58,3.94,3.61,3.15,2.56,2.13,1.62,1.94,1.24,0.62,0.48,0.67,0.77,0.81,0.53,0.57,0.21,0.33,0.24,0.33,0.09,0.05,0.09,0.22,0.15,0.08,0.02,0.0,0.0,0.0,0.0
20,0.0,1.02,2.67,3.98,5.82,6.76,6.71,6.72,7.03,7.67,8.15,8.43,9.07,9.43,9.29,9.55,9.52,9.19,8.18,8.02,8.27,8.19,7.48,6.82,6.0,5.52,5.19,4.61,4.35,4.2,4.14,3.75,2.62,1.8,2.07,1.84,1.54,1.43,1.31,1.43,0.85,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.28,0.44,0.42,0.95,1.32,1.38,1.31,0.76,0.57,0.08,0.8,0.52,0.84,0.99,0.19,0.06,0.08,0.02,0.2,0.0,0.13,0.04,0.04,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
